"Deliverable 
(Streamtime: Item Name)","Description
(Streamtime: Description)",Resource, Dept Rate,Effort / Quantity,Cost Rate ,Total Cost ,Sell Rate,Total Sell ,Deliverable Price ,Internal Notes
[Essential] Campaign asset: Install/App Ads,Copywriting and Install/App for 2x ads (1 master and 1 adapt),[Expense],Shutterstock (per image),1, $ 50 , $ 50 , $ 50 , $ 50.00 ,,
[Essential] Campaign asset: Install/App Ads,Copywriting and Install/App for 2x ads (1 master and 1 adapt),Project Manager,Project Management,0.5, $ 131 , $ 66 , $ 180 , $ 90.00 ,,
[Essential] Campaign asset: Install/App Ads,Copywriting and Install/App for 2x ads (1 master and 1 adapt),Designer,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Essential] Campaign asset: Boosting a Social Post,Post Boosting for 1x Live Organic Post,Marketer,Marketing,1.5, $ 140 , $ 210 , $ 170 , $ 255.00 , $ 255.00 ,
[Essential] Campaign asset: Elementor based Landing page,"Standard Conversion Landing page based on Best practice design templates customised with brand colors, images, copywriting, and development for 1x Standard HTML landing page with form & Thank You Page
Includes: 2x rounds of Revisions
Copywriting
2x Stock Images
1x lead Form (data collected in WP database)
Output: Responsive WP Page Deliverable",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ," $ 3,200.00 ",
[Essential] Campaign asset: Elementor based Landing page,"Standard Conversion Landing page based on Best practice design templates customised with brand colors, images, copywriting, and development for 1x Standard HTML landing page with form & Thank You Page
Includes: 2x rounds of Revisions
Copywriting
2x Stock Images
1x lead Form (data collected in WP database)
Output: Responsive WP Page Deliverable",Marketer,Marketing,2, $ 140 , $ 280 , $ 170 , $ 340.00 ,,
[Essential] Campaign asset: Elementor based Landing page,"Standard Conversion Landing page based on Best practice design templates customised with brand colors, images, copywriting, and development for 1x Standard HTML landing page with form & Thank You Page
Includes: 2x rounds of Revisions
Copywriting
2x Stock Images
1x lead Form (data collected in WP database)
Output: Responsive WP Page Deliverable",Copywriter,Content,4, $ 147 , $ 588 , $ 170 , $ 680.00 ,,
[Essential] Campaign asset: Elementor based Landing page,"Standard Conversion Landing page based on Best practice design templates customised with brand colors, images, copywriting, and development for 1x Standard HTML landing page with form & Thank You Page
Includes: 2x rounds of Revisions
Copywriting
2x Stock Images
1x lead Form (data collected in WP database)
Output: Responsive WP Page Deliverable",Creative Director,Creative,0, $ 122 , $ -   , $ 170 , $ -   ,,
[Essential] Campaign asset: Elementor based Landing page,"Standard Conversion Landing page based on Best practice design templates customised with brand colors, images, copywriting, and development for 1x Standard HTML landing page with form & Thank You Page
Includes: 2x rounds of Revisions
Copywriting
2x Stock Images
1x lead Form (data collected in WP database)
Output: Responsive WP Page Deliverable",[Expense],Shutterstock (per image),2, $ 50 , $ 100 , $ 50 , $ 100.00 ,,
[Essential] Campaign asset: Elementor based Landing page,"Standard Conversion Landing page based on Best practice design templates customised with brand colors, images, copywriting, and development for 1x Standard HTML landing page with form & Thank You Page
Includes: 2x rounds of Revisions
Copywriting
2x Stock Images
1x lead Form (data collected in WP database)
Output: Responsive WP Page Deliverable",UX Specialist,UX,0, $ 169 , $ -   , $ 200 , $ -   ,,
[Essential] Campaign asset: Elementor based Landing page,"Standard Conversion Landing page based on Best practice design templates customised with brand colors, images, copywriting, and development for 1x Standard HTML landing page with form & Thank You Page
Includes: 2x rounds of Revisions
Copywriting
2x Stock Images
1x lead Form (data collected in WP database)
Output: Responsive WP Page Deliverable",Designer,Creative,8, $ 122 , $ 976 , $ 170 ," $ 1,360.00 ",,
[Essential] Campaign asset: Elementor based Landing page,"Standard Conversion Landing page based on Best practice design templates customised with brand colors, images, copywriting, and development for 1x Standard HTML landing page with form & Thank You Page
Includes: 2x rounds of Revisions
Copywriting
2x Stock Images
1x lead Form (data collected in WP database)
Output: Responsive WP Page Deliverable",Developer,Tech,0, $ 144 , $ -   , $ 150 , $ -   ,,
[Custom] Campaign asset: Image Ads,Copywriting and creative for 2x ads (1 master and 1 adapt),Marketer,Marketing,0.5, $ 140 , $ 70 , $ 170 , $ 85.00 ," $ 1,430.00 ",
[Custom] Campaign asset: Image Ads,Copywriting and creative for 2x ads (1 master and 1 adapt),[Expense],Shutterstock (per image),1, $ 50 , $ 50 , $ 50 , $ 50.00 ,,
[Custom] Campaign asset: Image Ads,Copywriting and creative for 2x ads (1 master and 1 adapt),Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
[Custom] Campaign asset: Image Ads,Copywriting and creative for 2x ads (1 master and 1 adapt),Creative Director,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Custom] Campaign asset: Image Ads,Copywriting and creative for 2x ads (1 master and 1 adapt),Copywriter,Content,2, $ 147 , $ 294 , $ 170 , $ 340.00 ,,
[Custom] Campaign asset: Image Ads,Copywriting and creative for 2x ads (1 master and 1 adapt),Designer,Creative,3, $ 122 , $ 366 , $ 170 , $ 510.00 ,,
[Custom] Campaign asset: Video Ads,"Copywriting and video for 1x ad (1 master, up to <15 sec, without shoot, based on stock images/videos):
- Creative direction 
- Concept and storyboarding
- Scriptwriting 
- Art direction 
- Video editing and rendering ",Marketer,Marketing,0.5, $ 140 , $ 70 , $ 170 , $ 85.00 ," $ 3,765.00 ",
[Custom] Campaign asset: Video Ads,"Copywriting and video for 1x ad (1 master, up to <15 sec, without shoot, based on stock images/videos):
- Creative direction 
- Concept and storyboarding
- Scriptwriting 
- Art direction 
- Video editing and rendering ",[Expense],Shutterstock (per image),5, $ 50 , $ 250 , $ 50 , $ 250.00 ,,
[Custom] Campaign asset: Video Ads,"Copywriting and video for 1x ad (1 master, up to <15 sec, without shoot, based on stock images/videos):
- Creative direction 
- Concept and storyboarding
- Scriptwriting 
- Art direction 
- Video editing and rendering ",Project Manager,Project Management,3, $ 131 , $ 393 , $ 180 , $ 540.00 ,,
[Custom] Campaign asset: Video Ads,"Copywriting and video for 1x ad (1 master, up to <15 sec, without shoot, based on stock images/videos):
- Creative direction 
- Concept and storyboarding
- Scriptwriting 
- Art direction 
- Video editing and rendering ",Creative Director,Creative,1, $ 122 , $ 122 , $ 170 , $ 170.00 ,,
[Custom] Campaign asset: Video Ads,"Copywriting and video for 1x ad (1 master, up to <15 sec, without shoot, based on stock images/videos):
- Creative direction 
- Concept and storyboarding
- Scriptwriting 
- Art direction 
- Video editing and rendering ",Copywriter,Content,4, $ 147 , $ 588 , $ 170 , $ 680.00 ,,
[Custom] Campaign asset: Video Ads,"Copywriting and video for 1x ad (1 master, up to <15 sec, without shoot, based on stock images/videos):
- Creative direction 
- Concept and storyboarding
- Scriptwriting 
- Art direction 
- Video editing and rendering ",Designer,Creative,8, $ 122 , $ 976 , $ 170 ," $ 1,360.00 ",,
[Custom] Campaign asset: Video Ads,"Copywriting and video for 1x ad (1 master, up to <15 sec, without shoot, based on stock images/videos):
- Creative direction 
- Concept and storyboarding
- Scriptwriting 
- Art direction 
- Video editing and rendering ",Editor,Creative,4, $ 122 , $ 488 , $ 170 , $ 680.00 ,,
[Custom] Campaign asset: GIF Ads,"Copywriting and GIF for 1x ad (1 master, up to 5 transitions)",Marketer,Marketing,0.5, $ 140 , $ 70 , $ 170 , $ 85.00 ," $ 2,040.00 ",
[Custom] Campaign asset: GIF Ads,"Copywriting and GIF for 1x ad (1 master, up to 5 transitions)",[Expense],Shutterstock (per image),3, $ 50 , $ 150 , $ 50 , $ 150.00 ,,
[Custom] Campaign asset: GIF Ads,"Copywriting and GIF for 1x ad (1 master, up to 5 transitions)",Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
[Custom] Campaign asset: GIF Ads,"Copywriting and GIF for 1x ad (1 master, up to 5 transitions)",Creative Director,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Custom] Campaign asset: GIF Ads,"Copywriting and GIF for 1x ad (1 master, up to 5 transitions)",Copywriter,Content,2, $ 147 , $ 294 , $ 170 , $ 340.00 ,,
[Custom] Campaign asset: GIF Ads,"Copywriting and GIF for 1x ad (1 master, up to 5 transitions)",Designer,Creative,4, $ 122 , $ 488 , $ 170 , $ 680.00 ,,
[Custom] Campaign asset: GIF Ads,"Copywriting and GIF for 1x ad (1 master, up to 5 transitions)",Editor,Creative,2, $ 122 , $ 244 , $ 170 , $ 340.00 ,,
[Custom] Campaign asset: Carousel Ads,"Copywriting and creatives for 1x ad (1 master, up to 4 cards)",Marketer,Marketing,0.5, $ 140 , $ 70 , $ 170 , $ 85.00 ," $ 1,800.00 ",
[Custom] Campaign asset: Carousel Ads,"Copywriting and creatives for 1x ad (1 master, up to 4 cards)",[Expense],Shutterstock (per image),5, $ 50 , $ 250 , $ 50 , $ 250.00 ,,
[Custom] Campaign asset: Carousel Ads,"Copywriting and creatives for 1x ad (1 master, up to 4 cards)",Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
[Custom] Campaign asset: Carousel Ads,"Copywriting and creatives for 1x ad (1 master, up to 4 cards)",Creative Director,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Custom] Campaign asset: Carousel Ads,"Copywriting and creatives for 1x ad (1 master, up to 4 cards)",Copywriter,Content,2, $ 147 , $ 294 , $ 170 , $ 340.00 ,,
[Custom] Campaign asset: Carousel Ads,"Copywriting and creatives for 1x ad (1 master, up to 4 cards)",Designer,Creative,4, $ 122 , $ 488 , $ 170 , $ 680.00 ,,
[Custom] Campaign asset: Message/Conversation Ads,Copywriting and creative for 2x ads (1 master and 1 adapt),Marketer,Marketing,0.5, $ 140 , $ 70 , $ 170 , $ 85.00 ," $ 1,430.00 ",
[Custom] Campaign asset: Message/Conversation Ads,Copywriting and creative for 2x ads (1 master and 1 adapt),[Expense],Shutterstock (per image),1, $ 50 , $ 50 , $ 50 , $ 50.00 ,,
[Custom] Campaign asset: Message/Conversation Ads,Copywriting and creative for 2x ads (1 master and 1 adapt),Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
[Custom] Campaign asset: Message/Conversation Ads,Copywriting and creative for 2x ads (1 master and 1 adapt),Creative Director,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Custom] Campaign asset: Message/Conversation Ads,Copywriting and creative for 2x ads (1 master and 1 adapt),Copywriter,Content,4, $ 147 , $ 588 , $ 170 , $ 680.00 ,,
[Custom] Campaign asset: Message/Conversation Ads,Copywriting and creative for 2x ads (1 master and 1 adapt),Designer,Creative,1, $ 122 , $ 122 , $ 170 , $ 170.00 ,,
[Custom] Campaign asset: Search Ads,Keyword Research and copywriting for 2x ads (1 master and 1 adapt),Marketer,Marketing,2.5, $ 140 , $ 350 , $ 170 , $ 425.00 ," $ 1,550.00 ",
[Custom] Campaign asset: Search Ads,Keyword Research and copywriting for 2x ads (1 master and 1 adapt),[Expense],Shutterstock (per image),0, $ 50 , $ -   , $ 50 , $ -   ,,
[Custom] Campaign asset: Search Ads,Keyword Research and copywriting for 2x ads (1 master and 1 adapt),Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
[Custom] Campaign asset: Search Ads,Keyword Research and copywriting for 2x ads (1 master and 1 adapt),Creative Director,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Custom] Campaign asset: Search Ads,Keyword Research and copywriting for 2x ads (1 master and 1 adapt),Copywriter,Content,4, $ 147 , $ 588 , $ 170 , $ 680.00 ,,
[Custom] Campaign asset: Search Ads,Keyword Research and copywriting for 2x ads (1 master and 1 adapt),Designer,Creative,0, $ 122 , $ -   , $ 170 , $ -   ,,
[Custom] Campaign asset: HTML 5 Ads,"Copywriting and HTML 5 for 1x ad (1 master with 5 transitions)
- Banner artwork creation
- HTML5 banner development
- Project management",Marketer,Marketing,0.5, $ 140 , $ 70 , $ 170 , $ 85.00 ," $ 2,210.00 ",
[Custom] Campaign asset: HTML 5 Ads,"Copywriting and HTML 5 for 1x ad (1 master with 5 transitions)
- Banner artwork creation
- HTML5 banner development
- Project management",[Expense],Shutterstock (per image),3, $ 50 , $ 150 , $ 50 , $ 150.00 ,,
[Custom] Campaign asset: HTML 5 Ads,"Copywriting and HTML 5 for 1x ad (1 master with 5 transitions)
- Banner artwork creation
- HTML5 banner development
- Project management",Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
[Custom] Campaign asset: HTML 5 Ads,"Copywriting and HTML 5 for 1x ad (1 master with 5 transitions)
- Banner artwork creation
- HTML5 banner development
- Project management",Creative Director,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Custom] Campaign asset: HTML 5 Ads,"Copywriting and HTML 5 for 1x ad (1 master with 5 transitions)
- Banner artwork creation
- HTML5 banner development
- Project management",Copywriter,Content,2, $ 147 , $ 294 , $ 170 , $ 340.00 ,,
[Custom] Campaign asset: HTML 5 Ads,"Copywriting and HTML 5 for 1x ad (1 master with 5 transitions)
- Banner artwork creation
- HTML5 banner development
- Project management",Designer,Creative,7, $ 122 , $ 854 , $ 170 ," $ 1,190.00 ",,
[Custom] Campaign asset: Install/App Ads,Copywriting and Install/App for 2x ads (1 master and 1 adapt),Marketer,Marketing,0.5, $ 140 , $ 70 , $ 170 , $ 85.00 ," $ 1,430.00 ",
[Custom] Campaign asset: Install/App Ads,Copywriting and Install/App for 2x ads (1 master and 1 adapt),[Expense],Shutterstock (per image),1, $ 50 , $ 50 , $ 50 , $ 50.00 ,,
[Custom] Campaign asset: Install/App Ads,Copywriting and Install/App for 2x ads (1 master and 1 adapt),Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
